Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries
Outside Fire,01/23/2018,01/23/2018,01/23/2018 10:19:22 AM,01/23/2018 10:22:51 AM,01/23/2018 10:23:14 AM,01/23/2018 10:24:31 AM,01/23/2018 10:27:41 AM,,,Code 3 Transport,01/23/2018 11:00:45 AM,OSAGE AL/24TH ST,San Francisco,94110,B06,11,5525,3,3,3,false,Fire,1,CHIEF,5,6,9,Mission
Outside Fire,01/23/2018,01/23/2018,01/23/2018 10:19:22 AM,01/23/2018 10:22:51 AM,01/23/2018 10:23:14 AM,01/23/2018 10:24:08 AM,01/23/2018 10:26:14 AM,,,Code 3 Transport,01/23/2018 10:56:25 AM,OSAGE AL/24TH ST,San Francisco,94110,B06,11,5525,3,3,3,true,Fire,1,ENGINE,1,6,9,Mission
Outside Fire,01/23/2018,01/23/2018,01/23/2018 10:19:22 AM,01/23/2018 10:22:51 AM,01/23/2018 10:23:14 AM,01/23/2018 10:25:00 AM,01/23/2018 10:27:17 AM,,,Code 3 Transport,01/23/2018 11:29:27 AM,OSAGE AL/24TH ST,San Francisco,94110,B06,11,5525,3,3,3,true,Fire,1,RESCUE CAPTAIN,4,6,9,Mission
Outside Fire,01/23/2018,01/23/2018,01/23/2018 10:19:22 AM,01/23/2018 10:22:51 AM,01/23/2018 10:23:14 AM,01/23/2018 10:24:23 AM,01/23/2018 10:26:37 AM,,,Code 3 Transport,01/23/2018 10:47:39 AM,OSAGE AL/24TH ST,San Francisco,94110,B06,11,5525,3,3,3,false,Fire,1,TRUCK,3,6,9,Mission
Structure Fire,01/23/2018,01/23/2018,01/23/2018 02:59:42 PM,01/23/2018 03:00:47 PM,01/23/2018 03:30:16 PM,01/23/2018 03:30:16 PM,,,,Fire,01/23/2018 05:05:27 PM,0 Block of JONES ST,San Francisco,94102,B03,36,1455,3,3,3,false,Fire,1,SUPPORT,8,2,6,Tenderloin
Structure Fire,01/23/2018,01/23/2018,01/23/2018 02:59:42 PM,01/23/2018 03:00:47 PM,01/23/2018 03:12:43 PM,01/23/2018 03:12:43 PM,01/23/2018 03:12:47 PM,,,Fire,01/23/2018 04:50:52 PM,0 Block of JONES ST,San Francisco,94102,B03,36,1455,3,3,3,false,Fire,1,CHIEF,3,2,6,Tenderloin
Structure Fire,01/23/2018,01/23/2018,01/23/2018 02:59:42 PM,01/23/2018 03:00:47 PM,01/23/2018 03:00:54 PM,01/23/2018 03:03:55 PM,01/23/2018 03:09:33 PM,,,Fire,01/23/2018 04:51:02 PM,0 Block of JONES ST,San Francisco,94102,B03,36,1455,3,3,3,false,Fire,1,CHIEF,2,2,6,Tenderloin
Structure Fire,01/23/2018,01/23/2018,01/23/2018 02:59:42 PM,01/23/2018 03:00:47 PM,01/23/2018 03:12:06 PM,01/23/2018 03:12:06 PM,01/23/2018 03:16:59 PM,,,Fire,01/23/2018 03:26:26 PM,0 Block of JONES ST,San Francisco,94102,B03,36,1455,3,3,3,false,Fire,1,CHIEF,4,2,6,Tenderloin
Structure Fire,01/23/2018,01/23/2018,01/23/2018 02:59:42 PM,01/23/2018 03:00:47 PM,01/23/2018 03:00:54 PM,01/23/2018 03:01:56 PM,01/23/2018 03:44:15 PM,,,Fire,01/23/2018 04:45:06 PM,0 Block of JONES ST,San Francisco,94102,B03,36,1455,3,3,3,true,Fire,1,ENGINE,6,2,6,Tenderloin
Structure Fire,01/23/2018,01/23/2018,01/23/2018 02:59:42 PM,01/23/2018 03:00:47 PM,01/23/2018 03:10:30 PM,01/23/2018 03:11:02 PM,,,,Fire,01/23/2018 03:41:20 PM,0 Block of JONES ST,San Francisco,94102,B03,36,1455,3,3,3,true,Fire,1,ENGINE,7,2,6,Tenderloin
Structure Fire,01/23/2018,01/23/2018,01/23/2018 02:59:42 PM,01/23/2018 03:00:47 PM,01/23/2018 03:00:54 PM,01/23/2018 03:17:59 PM,01/23/2018 03:43:38 PM,,,Fire,01/23/2018 03:43:40 PM,0 Block of JONES ST,San Francisco,94102,B03,36,1455,3,3,3,false,Fire,1,TRUCK,5,2,6,Tenderloin
Structure Fire,01/23/2018,01/23/2018,01/23/2018 02:59:42 PM,01/23/2018 03:00:47 PM,01/23/2018 03:01:31 PM,01/23/2018 03:01:31 PM,01/23/2018 03:03:08 PM,,,Fire,01/23/2018 04:43:36 PM,0 Block of JONES ST,San Francisco,94102,B03,36,1455,3,3,3,false,Fire,1,TRUCK,1,2,6,Tenderloin
Outside Fire,01/23/2018,01/23/2018,01/23/2018 07:57:08 PM,01/23/2018 07:59:22 PM,01/23/2018 07:59:44 PM,01/23/2018 08:01:20 PM,01/23/2018 08:04:02 PM,,,Fire,01/23/2018 08:08:02 PM,0 Block of HATTIE ST,San Francisco,94114,B05,06,5254,3,3,3,false,Fire,1,ENGINE,1,5,8,Castro/Upper Market
Vehicle Fire,01/24/2018,01/23/2018,01/24/2018 06:26:09 AM,01/24/2018 06:27:36 AM,01/24/2018 06:27:43 AM,01/24/2018 06:30:10 AM,,,,Fire,01/24/2018 06:45:49 AM,200 Block of SAN JOSE AVE,San Francisco,94110,B09,15,8313,3,3,3,true,Fire,1,TRUCK,2,6,8,Mission
Outside Fire,01/25/2018,01/24/2018,01/25/2018 07:53:18 AM,01/25/2018 07:54:45 AM,01/25/2018 07:54:53 AM,01/25/2018 07:57:02 AM,,,,Fire,01/25/2018 08:03:12 AM,3RD ST/PERRY ST,San Francisco,94107,B03,08,2174,3,3,3,true,Fire,1,ENGINE,1,3,6,South of Market
Structure Fire,11/11/2018,11/11/2018,11/11/2018 02:21:18 PM,11/11/2018 02:21:57 PM,11/11/2018 02:22:24 PM,11/11/2018 02:23:33 PM,11/11/2018 02:37:01 PM,,,Fire,11/11/2018 03:17:02 PM,0 Block of NORFOLK ST,San Francisco,94103,B02,36,5121,3,3,3,true,Fire,1,ENGINE,8,2,6,Mission
Outside Fire,11/06/2018,11/05/2018,11/06/2018 07:25:12 AM,11/06/2018 07:26:27 AM,11/06/2018 07:28:41 AM,11/06/2018 07:28:41 AM,11/06/2018 07:39:44 AM,,,Fire,11/06/2018 07:39:47 AM,100 Block of PAUL AVE,San Francisco,94124,B10,42,6362,3,3,3,true,Fire,1,ENGINE,1,10,10,Bayview Hunters Point
Outside Fire,11/06/2018,11/06/2018,11/06/2018 02:36:02 PM,11/06/2018 02:37:19 PM,11/06/2018 02:37:42 PM,11/06/2018 02:39:31 PM,11/06/2018 02:42:47 PM,,,Fire,11/06/2018 02:43:23 PM,MCALLISTER ST/VAN NESS AV,San Francisco,94102,B02,36,3113,3,3,3,true,Fire,1,ENGINE,1,2,5,Hayes Valley
Outside Fire,11/06/2018,11/06/2018,11/06/2018 03:41:23 PM,11/06/2018 03:42:18 PM,11/06/2018 03:43:06 PM,11/06/2018 03:44:56 PM,11/06/2018 03:46:46 PM,,,Fire,11/06/2018 03:52:23 PM,300 Block of WASHINGTON ST,San Francisco,94111,B01,13,1142,3,3,3,true,Fire,1,ENGINE,1,1,3,Financial District/South Beach
Outside Fire,11/06/2018,11/06/2018,11/06/2018 08:33:26 PM,11/06/2018 08:33:26 PM,11/06/2018 08:33:48 PM,11/06/2018 08:34:56 PM,11/06/2018 08:37:29 PM,,,Fire,11/06/2018 08:49:10 PM,0 Block of SHANNON ST,San Francisco,94102,B01,03,1462,A,3,3,true,Fire,1,ENGINE,1,1,6,Tenderloin
Outside Fire,01/24/2018,01/23/2018,01/24/2018 12:18:37 AM,01/24/2018 12:19:31 AM,01/24/2018 12:19:45 AM,01/24/2018 12:21:47 AM,01/24/2018 12:23:25 AM,,,Fire,01/24/2018 12:26:07 AM,BAYSHORE BL/CORTLAND AV,San Francisco,94124,B10,42,6374,3,3,3,true,Fire,1,ENGINE,1,10,10,Bayview Hunters Point
Outside Fire,01/24/2018,01/23/2018,01/24/2018 01:47:16 AM,01/24/2018 01:48:29 AM,01/24/2018 01:48:37 AM,01/24/2018 01:49:56 AM,01/24/2018 01:51:57 AM,,,Fire,01/24/2018 01:58:26 AM,18TH ST/ALABAMA ST,San Francisco,94110,B02,07,5426,3,3,3,true,Fire,1,ENGINE,1,2,9,Mission
Outside Fire,01/24/2018,01/23/2018,01/24/2018 01:52:58 AM,01/24/2018 01:54:29 AM,01/24/2018 01:54:41 AM,01/24/2018 01:56:32 AM,01/24/2018 01:59:43 AM,,,Fire,01/24/2018 02:14:08 AM,FLORIDA ST/19TH ST,San Francisco,94110,B02,07,5426,3,3,3,false,Fire,1,CHIEF,3,6,9,Mission
Outside Fire,01/24/2018,01/23/2018,01/24/2018 01:52:58 AM,01/24/2018 01:54:29 AM,01/24/2018 02:00:31 AM,01/24/2018 02:00:31 AM,01/24/2018 02:00:31 AM,,,Fire,01/24/2018 02:14:08 AM,FLORIDA ST/19TH ST,San Francisco,94110,B02,07,5426,3,3,3,true,Fire,1,ENGINE,4,6,9,Mission
Outside Fire,01/24/2018,01/23/2018,01/24/2018 01:52:58 AM,01/24/2018 01:54:29 AM,01/24/2018 01:54:41 AM,01/24/2018 01:58:37 AM,01/24/2018 01:58:37 AM,,,Fire,01/24/2018 02:00:28 AM,FLORIDA ST/19TH ST,San Francisco,94110,B02,07,5426,3,3,3,true,Fire,1,ENGINE,1,6,9,Mission
Outside Fire,01/24/2018,01/23/2018,01/24/2018 01:59:13 AM,01/24/2018 01:59:13 AM,01/24/2018 01:59:13 AM,01/24/2018 01:59:13 AM,01/24/2018 01:59:13 AM,,,Other,01/24/2018 02:00:10 AM,19TH ST/FLORIDA ST,San Francisco,94110,B02,07,5426,3,3,3,true,Fire,1,ENGINE,1,6,9,Mission
Vehicle Fire,01/24/2018,01/23/2018,01/24/2018 06:26:09 AM,01/24/2018 06:27:36 AM,01/24/2018 06:27:43 AM,01/24/2018 06:29:56 AM,01/24/2018 06:31:56 AM,,,Fire,01/24/2018 06:54:22 AM,200 Block of SAN JOSE AVE,San Francisco,94110,B09,15,8313,3,3,3,true,Fire,1,ENGINE,1,6,8,Mission
Outside Fire,01/24/2018,01/23/2018,01/24/2018 07:48:57 AM,01/24/2018 07:48:57 AM,01/24/2018 07:49:10 AM,01/24/2018 07:51:14 AM,01/24/2018 07:53:32 AM,,,Fire,01/24/2018 07:57:21 AM,1400 Block of BANCROFT AVE,San Francisco,94124,B10,17,6652,B,3,3,true,Fire,1,ENGINE,1,10,10,Bayview Hunters Point
Outside Fire,01/26/2018,01/26/2018,01/26/2018 07:39:28 PM,01/26/2018 07:39:28 PM,01/26/2018 07:39:35 PM,01/26/2018 07:40:35 PM,01/26/2018 07:42:24 PM,,,Fire,01/26/2018 07:45:20 PM,BELCHER ST/DUBOCE AV,San Francisco,94114,B05,06,5131,B,3,3,true,Fire,1,ENGINE,1,2,8,Hayes Valley
Train / Rail Incident,01/28/2018,01/27/2018,01/28/2018 03:05:25 AM,01/28/2018 03:58:34 AM,01/28/2018 04:01:35 AM,01/28/2018 04:04:46 AM,01/28/2018 04:22:28 AM,,,Fire,01/28/2018 04:43:42 AM,200 Block of MARKET ST,San Francisco,94111,B03,13,2809,3,3,3,true,Fire,1,ENGINE,7,1,3,Financial District/South Beach
Outside Fire,11/07/2018,11/06/2018,11/07/2018 02:56:29 AM,11/07/2018 02:57:16 AM,11/07/2018 02:57:36 AM,11/07/2018 02:59:20 AM,11/07/2018 03:01:06 AM,,,Fire,11/07/2018 03:13:35 AM,CARGO WY/3RD ST,San Francisco,94124,B10,25,6437,3,3,3,false,Fire,1,ENGINE,1,10,10,Bayview Hunters Point
Outside Fire,11/07/2018,11/06/2018,11/07/2018 07:46:51 AM,11/07/2018 07:48:09 AM,11/07/2018 07:48:18 AM,11/07/2018 07:49:46 AM,,,,Fire,11/07/2018 07:51:49 AM,COLTON ST/BRADY ST,San Francisco,94103,B02,36,5115,3,3,3,false,Fire,1,CHIEF,2,2,6,Mission
Outside Fire,11/07/2018,11/06/2018,11/07/2018 07:46:51 AM,11/07/2018 07:48:09 AM,11/07/2018 07:48:18 AM,11/07/2018 07:48:29 AM,11/07/2018 07:50:43 AM,,,Fire,11/07/2018 07:55:35 AM,COLTON ST/BRADY ST,San Francisco,94103,B02,36,5115,3,3,3,true,Fire,1,ENGINE,1,2,6,Mission
Outside Fire,11/07/2018,11/06/2018,11/07/2018 07:46:51 AM,11/07/2018 07:48:09 AM,11/07/2018 07:48:18 AM,11/07/2018 07:50:20 AM,,,,Fire,11/07/2018 07:51:18 AM,COLTON ST/BRADY ST,San Francisco,94103,B02,36,5115,3,3,3,false,Fire,1,TRUCK,3,2,6,Mission
Outside Fire,11/07/2018,11/07/2018,11/07/2018 12:57:24 PM,11/07/2018 12:57:54 PM,11/07/2018 12:58:07 PM,,,,,Fire,11/07/2018 12:58:17 PM,1300 Block of FELL ST,San Francisco,94117,B05,21,4252,3,3,3,false,Fire,1,CHIEF,2,5,5,Hayes Valley
Outside Fire,11/07/2018,11/07/2018,11/07/2018 12:57:24 PM,11/07/2018 12:57:54 PM,11/07/2018 12:58:07 PM,11/07/2018 12:58:47 PM,11/07/2018 01:00:06 PM,,,Fire,11/07/2018 01:05:21 PM,1300 Block of FELL ST,San Francisco,94117,B05,21,4252,3,3,3,false,Fire,1,ENGINE,1,5,5,Hayes Valley
Outside Fire,11/07/2018,11/07/2018,11/07/2018 12:57:24 PM,11/07/2018 12:57:54 PM,11/07/2018 12:58:07 PM,,,,,Fire,11/07/2018 12:58:13 PM,1300 Block of FELL ST,San Francisco,94117,B05,21,4252,3,3,3,false,Fire,1,TRUCK,3,5,5,Hayes Valley
Structure Fire,09/19/2018,09/18/2018,09/19/2018 01:52:25 AM,09/19/2018 01:52:46 AM,09/19/2018 01:53:06 AM,09/19/2018 01:54:07 AM,09/19/2018 02:00:03 AM,,,Fire,09/19/2018 03:30:26 AM,63-65 HENRY ST,San Francisco,94114,B05,06,5212,3,3,3,true,Fire,1,MEDIC,6,5,8,Castro/Upper Market
Outside Fire,11/07/2018,11/07/2018,11/07/2018 05:03:41 PM,11/07/2018 05:05:12 PM,11/07/2018 05:05:28 PM,11/07/2018 05:06:53 PM,,,,Fire,11/07/2018 05:13:15 PM,2200 Block of IRVING ST,San Francisco,94122,B08,22,7451,3,3,3,false,Fire,1,ENGINE,1,8,4,Sunset/Parkside
Structure Fire,09/19/2018,09/18/2018,09/19/2018 01:52:25 AM,09/19/2018 01:52:46 AM,09/19/2018 02:05:32 AM,09/19/2018 02:05:32 AM,09/19/2018 02:17:29 AM,,,Fire,09/19/2018 03:40:55 AM,63-65 HENRY ST,San Francisco,94114,B05,06,5212,3,3,3,false,Fire,1,INVESTIGATION,12,5,8,Castro/Upper Market
Structure Fire,09/19/2018,09/18/2018,09/19/2018 01:52:25 AM,09/19/2018 01:52:46 AM,09/19/2018 01:52:56 AM,09/19/2018 01:53:54 AM,09/19/2018 01:56:35 AM,,,Fire,09/19/2018 02:32:52 AM,63-65 HENRY ST,San Francisco,94114,B05,06,5212,3,3,3,false,Fire,1,CHIEF,3,5,8,Castro/Upper Market
Structure Fire,09/19/2018,09/18/2018,09/19/2018 01:52:25 AM,09/19/2018 01:52:46 AM,09/19/2018 01:52:56 AM,09/19/2018 01:54:07 AM,,,,Fire,09/19/2018 03:37:11 AM,63-65 HENRY ST,San Francisco,94114,B05,06,5212,3,3,3,false,Fire,1,CHIEF,13,5,8,Castro/Upper Market
Structure Fire,09/19/2018,09/18/2018,09/19/2018 01:52:25 AM,09/19/2018 01:52:46 AM,09/19/2018 01:52:56 AM,09/19/2018 01:55:11 AM,09/19/2018 02:00:22 AM,,,Fire,09/19/2018 02:57:26 AM,63-65 HENRY ST,San Francisco,94114,B05,06,5212,3,3,3,false,Fire,1,CHIEF,7,5,8,Castro/Upper Market
Structure Fire,09/19/2018,09/18/2018,09/19/2018 01:52:25 AM,09/19/2018 01:52:46 AM,09/19/2018 01:57:07 AM,09/19/2018 01:58:52 AM,09/19/2018 02:03:20 AM,,,Fire,09/19/2018 02:32:08 AM,63-65 HENRY ST,San Francisco,94114,B05,06,5212,3,3,3,true,Fire,1,ENGINE,9,5,8,Castro/Upper Market
Outside Fire,09/19/2018,09/18/2018,09/19/2018 03:15:00 AM,09/19/2018 03:23:07 AM,09/19/2018 03:23:36 AM,09/19/2018 03:24:58 AM,,,,Fire,09/19/2018 03:31:42 AM,100 Block of 3RD ST,San Francisco,94105,B10,44,9944,3,3,3,false,Fire,1,CHIEF,2,3,6,Financial District/South Beach
Outside Fire,09/19/2018,09/18/2018,09/19/2018 03:15:00 AM,09/19/2018 03:23:07 AM,09/19/2018 03:23:36 AM,09/19/2018 03:24:58 AM,,,,Fire,09/19/2018 04:43:47 AM,100 Block of 3RD ST,San Francisco,94105,B10,44,9944,3,3,3,false,Fire,1,ENGINE,1,3,6,Financial District/South Beach
Outside Fire,11/07/2018,11/07/2018,11/07/2018 06:11:00 PM,11/07/2018 06:14:45 PM,11/07/2018 06:14:50 PM,11/07/2018 06:15:52 PM,11/07/2018 06:17:27 PM,,,Fire,11/07/2018 06:26:15 PM,16TH ST/POTRERO AV,San Francisco,94103,B02,29,2351,3,3,3,true,Fire,1,ENGINE,1,2,10,Mission
Outside Fire,11/07/2018,11/07/2018,11/07/2018 09:17:52 PM,11/07/2018 09:17:52 PM,11/07/2018 09:18:05 PM,11/07/2018 09:19:37 PM,11/07/2018 09:22:03 PM,,,Fire,11/07/2018 09:42:52 PM,FOLSOM ST/101 MISSION DUBOCE XR,San Francisco,94103,B02,36,5121,B,3,3,true,Fire,1,ENGINE,1,2,9,Mission
Outside Fire,01/25/2018,01/24/2018,01/25/2018 04:23:43 AM,01/25/2018 04:23:43 AM,01/25/2018 04:23:51 AM,01/25/2018 04:26:31 AM,01/25/2018 04:29:02 AM,,,Fire,01/25/2018 04:34:41 AM,1400 Block of FOLSOM ST,San Francisco,94103,B02,36,2343,B,3,3,true,Fire,1,ENGINE,1,2,6,South of Market
Outside Fire,01/25/2018,01/24/2018,01/25/2018 07:04:12 AM,01/25/2018 07:05:32 AM,01/25/2018 07:05:40 AM,01/25/2018 07:07:29 AM,01/25/2018 07:11:45 AM,,,Fire,01/25/2018 07:19:43 AM,1400 Block of FOLSOM ST,San Francisco,94103,B02,36,2343,3,3,3,true,Fire,1,ENGINE,1,2,6,South of Market
Outside Fire,01/25/2018,01/25/2018,01/25/2018 06:27:21 PM,01/25/2018 06:27:21 PM,01/25/2018 06:27:29 PM,01/25/2018 06:28:30 PM,01/25/2018 06:30:55 PM,,,Fire,01/25/2018 06:39:54 PM,CORTLAND AV/BAYSHORE BL,San Francisco,94124,B10,42,6374,A,3,3,true,Fire,1,ENGINE,1,10,10,Bayview Hunters Point
Outside Fire,01/25/2018,01/25/2018,01/25/2018 06:40:46 PM,01/25/2018 06:42:24 PM,01/25/2018 06:43:35 PM,01/25/2018 06:44:06 PM,01/25/2018 06:47:05 PM,,,Fire,01/25/2018 06:54:19 PM,VALENCIA ST/DUBOCE AV,San Francisco,94103,B02,06,5126,3,3,3,false,Fire,1,ENGINE,1,2,9,Mission
Outside Fire,01/25/2018,01/25/2018,01/25/2018 07:30:39 PM,01/25/2018 07:31:45 PM,01/25/2018 07:31:54 PM,01/25/2018 07:33:09 PM,01/25/2018 07:35:32 PM,,,Fire,01/25/2018 07:43:27 PM,4TH ST/STEVENSON ST,San Francisco,94103,B03,01,2212,3,3,3,true,Fire,1,ENGINE,1,3,6,Financial District/South Beach
Outside Fire,11/02/2018,11/01/2018,11/02/2018 12:28:33 AM,11/02/2018 12:30:12 AM,11/02/2018 12:32:49 AM,11/02/2018 12:32:59 AM,,,,Fire,11/02/2018 12:37:54 AM,ELLIS ST/MASON ST,San Francisco,94102,B03,01,1364,3,3,3,true,Fire,1,MEDIC,11,3,3,Tenderloin
Outside Fire,11/02/2018,11/02/2018,11/02/2018 09:19:50 PM,11/02/2018 09:21:06 PM,11/02/2018 09:21:27 PM,11/02/2018 09:22:46 PM,11/02/2018 09:22:46 PM,,,Fire,11/02/2018 09:31:36 PM,1500 Block of BURKE AVE,San Francisco,94124,B10,25,6525,3,3,3,true,Fire,1,ENGINE,1,10,10,Bayview Hunters Point
Outside Fire,09/19/2018,09/19/2018,09/19/2018 01:32:37 PM,09/19/2018 01:33:52 PM,09/19/2018 01:35:00 PM,09/19/2018 01:35:10 PM,,,,Fire,09/19/2018 01:44:18 PM,100 Block of HUNTERS POINT EXPY,San Francisco,94124,B10,17,6617,3,3,3,true,Fire,1,MEDIC,7,10,10,Bayview Hunters Point
Outside Fire,09/19/2018,09/19/2018,09/19/2018 01:32:37 PM,09/19/2018 01:33:52 PM,09/19/2018 01:35:00 PM,09/19/2018 01:37:11 PM,,,,Fire,09/19/2018 01:43:04 PM,100 Block of HUNTERS POINT EXPY,San Francisco,94124,B10,17,6617,3,3,3,false,Fire,1,CHIEF,9,10,10,Bayview Hunters Point
Structure Fire,11/05/2018,11/05/2018,11/05/2018 02:33:53 PM,11/05/2018 02:34:22 PM,11/05/2018 02:35:13 PM,11/05/2018 02:36:16 PM,,,,Fire,11/05/2018 03:58:11 PM,1200 Block of 22ND AV,San Francisco,94122,B08,22,7425,3,3,3,false,Fire,1,TRUCK,14,8,4,Sunset/Parkside
Outside Fire,01/26/2018,01/25/2018,01/26/2018 12:05:52 AM,01/26/2018 12:06:44 AM,01/26/2018 12:07:05 AM,01/26/2018 12:08:54 AM,01/26/2018 12:11:09 AM,,,Fire,01/26/2018 12:14:00 AM,21ST AV/TARAVAL ST,San Francisco,94116,B08,40,7416,3,3,3,false,Fire,1,ENGINE,1,8,4,Sunset/Parkside
Outside Fire,01/26/2018,01/25/2018,01/26/2018 05:28:10 AM,01/26/2018 05:30:05 AM,01/26/2018 05:30:11 AM,01/26/2018 05:31:35 AM,01/26/2018 05:34:37 AM,,,Fire,01/26/2018 05:50:35 AM,CORTLAND AV/BAYSHORE BL,San Francisco,94124,B10,42,6374,3,3,3,true,Fire,1,ENGINE,1,10,10,Bayview Hunters Point
Outside Fire,01/28/2018,01/27/2018,01/28/2018 01:42:33 AM,01/28/2018 01:43:58 AM,01/28/2018 01:44:21 AM,01/28/2018 01:46:35 AM,01/28/2018 01:49:02 AM,,,Fire,01/28/2018 01:55:20 AM,800 Block of MISSION ST,San Francisco,94103,B03,01,2213,3,3,3,false,Fire,1,CHIEF,1,3,6,South of Market
Outside Fire,01/28/2018,01/27/2018,01/28/2018 01:42:33 AM,01/28/2018 01:43:58 AM,01/28/2018 01:44:21 AM,01/28/2018 01:46:17 AM,,,,Fire,01/28/2018 01:51:32 AM,800 Block of MISSION ST,San Francisco,94103,B03,01,2213,3,3,3,true,Fire,1,ENGINE,2,3,6,South of Market
Outside Fire,01/28/2018,01/27/2018,01/28/2018 01:42:33 AM,01/28/2018 01:43:58 AM,01/28/2018 01:44:21 AM,01/28/2018 01:47:20 AM,,,,Fire,01/28/2018 01:51:07 AM,800 Block of MISSION ST,San Francisco,94103,B03,01,2213,3,3,3,false,Fire,1,TRUCK,3,3,6,South of Market
Outside Fire,01/26/2018,01/26/2018,01/26/2018 06:43:15 PM,01/26/2018 06:45:15 PM,01/26/2018 06:45:20 PM,01/26/2018 06:46:43 PM,01/26/2018 06:49:19 PM,,,Fire,01/26/2018 06:54:48 PM,GREAT HY/NORIEGA ST,San Francisco,94122,B08,23,7725,3,3,3,false,Fire,1,ENGINE,1,8,4,Sunset/Parkside
Outside Fire,01/26/2018,01/26/2018,01/26/2018 10:28:22 PM,01/26/2018 10:32:27 PM,01/26/2018 10:32:39 PM,01/26/2018 10:33:59 PM,01/26/2018 10:36:14 PM,,,Fire,01/26/2018 10:40:04 PM,ALBION ST/16TH ST,San Francisco,94110,B02,06,5235,3,3,3,false,Fire,1,ENGINE,1,2,8,Mission
Outside Fire,11/01/2018,10/31/2018,11/01/2018 12:24:14 AM,11/01/2018 12:25:36 AM,11/01/2018 12:34:28 AM,11/01/2018 12:36:26 AM,11/01/2018 12:40:10 AM,,,Fire,11/01/2018 12:51:04 AM,100 Block of MUSEUM WAY,San Francisco,94114,B05,06,5175,3,3,3,false,Fire,1,CHIEF,2,5,8,Castro/Upper Market
Outside Fire,11/01/2018,10/31/2018,11/01/2018 12:24:14 AM,11/01/2018 12:25:36 AM,11/01/2018 12:25:45 AM,11/01/2018 12:27:19 AM,11/01/2018 12:31:37 AM,,,Fire,11/01/2018 01:02:33 AM,100 Block of MUSEUM WAY,San Francisco,94114,B05,06,5175,3,3,3,false,Fire,1,ENGINE,1,5,8,Castro/Upper Market
Outside Fire,11/01/2018,10/31/2018,11/01/2018 02:18:07 AM,11/01/2018 02:21:06 AM,11/01/2018 02:21:39 AM,11/01/2018 02:23:42 AM,,,,Fire,11/01/2018 02:33:18 AM,SANSOME ST/BUSH ST,San Francisco,94104,B01,13,1165,3,3,3,true,Fire,1,ENGINE,1,1,3,Financial District/South Beach
Outside Fire,11/01/2018,10/31/2018,11/01/2018 03:37:09 AM,11/01/2018 03:37:59 AM,11/01/2018 03:58:29 AM,11/01/2018 03:58:29 AM,11/01/2018 04:08:02 AM,,,Fire,11/01/2018 04:22:56 AM,1800 Block of OAKDALE AV,San Francisco,94124,B10,42,6444,3,3,3,false,Fire,1,INVESTIGATION,2,10,10,Bayview Hunters Point
Outside Fire,11/01/2018,10/31/2018,11/01/2018 03:37:09 AM,11/01/2018 03:37:59 AM,11/01/2018 03:38:16 AM,11/01/2018 03:39:58 AM,11/01/2018 03:44:40 AM,,,Fire,11/01/2018 04:13:53 AM,1800 Block of OAKDALE AV,San Francisco,94124,B10,42,6444,3,3,3,true,Fire,1,ENGINE,1,10,10,Bayview Hunters Point
Outside Fire,11/01/2018,10/31/2018,11/01/2018 07:31:45 AM,11/01/2018 07:32:33 AM,11/01/2018 07:32:42 AM,11/01/2018 07:34:48 AM,11/01/2018 07:37:03 AM,,,Fire,11/01/2018 07:42:35 AM,26TH ST/SHOTWELL ST,San Francisco,94110,B06,11,5613,3,3,3,true,Fire,1,ENGINE,1,6,9,Mission
Outside Fire,11/01/2018,10/31/2018,11/01/2018 07:43:45 AM,11/01/2018 07:43:45 AM,11/01/2018 07:44:41 AM,11/01/2018 07:46:14 AM,11/01/2018 07:48:30 AM,,,Fire,11/01/2018 07:49:28 AM,HYDE ST/GEARY ST,San Francisco,94109,B04,03,1556,A,3,3,true,Fire,1,ENGINE,1,4,6,Tenderloin
Outside Fire,11/01/2018,11/01/2018,11/01/2018 08:05:32 AM,11/01/2018 08:06:44 AM,11/01/2018 08:07:05 AM,11/01/2018 08:08:23 AM,11/01/2018 08:09:54 AM,,,Fire,11/01/2018 08:24:24 AM,2200 Block of MARKET ST,San Francisco,94114,B05,06,5231,3,3,3,false,Fire,1,ENGINE,1,5,8,Castro/Upper Market
Outside Fire,11/01/2018,11/01/2018,11/01/2018 08:47:05 AM,11/01/2018 08:48:20 AM,11/01/2018 08:48:52 AM,11/01/2018 08:50:34 AM,11/01/2018 08:52:43 AM,,,Fire,11/01/2018 08:56:11 AM,MARKET ST/NOE ST,San Francisco,94114,B05,06,5252,3,3,3,false,Fire,1,ENGINE,1,5,8,Castro/Upper Market
